priority_score,source_id,source_name,filename,page,year,region,country,metric,value,unit,scenario,quote,note,confidence,candidate_id,promote,reviewer,review_note,corrected_year,corrected_region,corrected_country,corrected_metric,corrected_value,corrected_unit,corrected_scenario,corrected_confidence
63,worldenergyoutlook2025,World Energy,WorldEnergyOutlook2025.pdf,404,2024,,China,total_electricity_demand_twh,1300.0,TWh,historical,"and supply Southeast Asia recorded the second-fastest rate of electricity demand growth in 2024 among major regions and countries: only in China did it increase more rapidly. Demand was up by 7% year-on-year, rising to 1 300 TWh, with Indonesia seeing the fastest rate of growth at over 9%. The rate of growth in 2024 was in line with the trend in recent years. Since 2015, the electricity demand in Southeast Asia has increased by 65%, with non-en",Extracted from text; review source page before publication. Review reason: scenario_or_range_value,low,worldenergyoutlook2025_404_2024_china_total_electricity_demand_t_173fb10848,,,,,,,,,,,
60,global_electricity_review_2026,Global Electricity,Global-Electricity-Review-2026.pdf,9,2025,global,,electricity_generation_twh,636.0,TWh,high,"d only the fifth time this century, fossil generation did not rise, recording a small fall of 38 TWh (-0.2%). Solar grows at highest rate in eight years as exponential rise 02 continues Solar power increased by a record 636 TWh to reach 2,778 TWh in 2025, a 30% increase from 2024. This new solar generation would be sufficient to displace gas-fired electricity equivalent to all LNG exports through the Strait of Hormuz last year, estimated at 55",Extracted from text; review source page before publication. Review reason: scenario_or_range_value,low,global_electricity_review_2026_9_2025_global_electricity_generat_c81acd8231,,,,,,,,,,,
60,global_electricity_review_2026,Global Electricity,Global-Electricity-Review-2026.pdf,9,2025,global,,electricity_generation_twh,849.0,TWh,low,"takeaways Clean power met all new electricity demand, halting fossil 0 1 generation growth Driven by record solar growth, low-carbon power generation increased by 887 TWh in 2025, outpacing electricity demand growth of 849 TWh. Solar power alone met 75% of the net increase in electricity demand. Together with wind, the two sources met almost all (99%) demand growth. For the first time since the Covid-19 pandemic in 2020, and only the fifth ti",Extracted from text; review source page before publication. Review reason: scenario_or_range_value,low,global_electricity_review_2026_9_2025_global_electricity_generat_c245fef6e2,,,,,,,,,,,
60,global_electricity_review_2026,Global Electricity,Global-Electricity-Review-2026.pdf,86,2025,,United States,electricity_generation_twh,818.0,TWh,low,"on in 2025. Although gas-to-coal switching led to an increase in coal generation in the US in 2025, coal power has fallen by nearly two- thirds (-1,279 TWh) since its 2007 peak. In contrast, wind and solar have risen by 818 TWh over the same period. Gas-to-coal switching in 2025 caused US power sector emissions to rise by 3.1% (+52 MtCO2e), despite fossil generation growing by just 0.9%. However, US power sector emissions remain well below the",Extracted from text; review source page before publication. Review reason: scenario_or_range_value,low,global_electricity_review_2026_86_2025_united_states_electricity_b1d0d4d63c,,,,,,,,,,,
60,global_electricity_review_2026,Global Electricity,Global-Electricity-Review-2026.pdf,60,2020,global,,electricity_generation_twh,389.0,TWh,low,"mains the global leader in solar generation. China’s total solar generation in 2025 (1,175 TWh) was greater than that of the OECD combined (1,078 TWh) and three times that of the next largest country, the United States (389 TWh). Hungary and Chile now generate more than a quarter of their electricity from solar; in 2020, both countries had solar shares below 10%. Hungary continues to be a global solar leader, increasing its share from 24% in 2",Extracted from text; review source page before publication. Review reason: scenario_or_range_value,low,global_electricity_review_2026_60_2020_global_electricity_genera_6b6d999c64,,,,,,,,,,,
60,global_electricity_review_2026,Global Electricity,Global-Electricity-Review-2026.pdf,59,2023,global,,electricity_generation_twh,636.0,TWh,high,"Strait of Hormuz that year (81 million tonnes, or around 550 TWh of gas-fired electricity). The solar increase in 2025 was 33% higher than in 2024 (+479 TWh) and almost double that of 2023 (+331 TWh). Solar’s growth of 636 TWh was more than three times as large as wind’s, the next largest increase in 2025, at 205 TWh. Solar generation growth in 2025 was nearly 18 times that of gas (+36 TWh). Other than coal’s post-Covid rebound in 2021, the 2",Extracted from text; review source page before publication. Review reason: scenario_or_range_value,low,global_electricity_review_2026_59_2023_global_electricity_genera_ecf6c2dc2e,,,,,,,,,,,
60,global_electricity_review_2026,Global Electricity,Global-Electricity-Review-2026.pdf,53,2025,global,,total_electricity_demand_twh,849.0,TWh,low,"Global electricity demand increased by 2.8% (+849 TWh) in 2025, to a new record high of 31,779 TWh. This marked a notable slowdown from the 4.3% (+1,265 TWh) surge in 2024 but aligns closely with the ten-year average annual demand increase of 2.7% from 2015 to 2024. Despit",Extracted from text; review source page before publication. Review reason: scenario_or_range_value,low,global_electricity_review_2026_53_2025_global_total_electricity__165d8a278d,,,,,,,,,,,
60,global_electricity_review_2026,Global Electricity,Global-Electricity-Review-2026.pdf,45,2025,global,,electricity_generation_twh,636.0,TWh,historical,"nough new battery capacity in 2025 to shift 14% of new solar generation This is only the beginning, as battery additions are still catching up with the pace of solar growth. In 2025, global solar generation increased by 636 TWh, equivalent to around 1,700 GWh of additional solar output on the average day. The 247 GWh of battery capacity added globally in 2025 would be enough to shift around 14% of this new daily solar generation from daytime t",Extracted from text; review source page before publication. Review reason: scenario_or_range_value,low,global_electricity_review_2026_45_2025_global_electricity_genera_069bdf1c80,,,,,,,,,,,
60,global_electricity_review_2026,Global Electricity,Global-Electricity-Review-2026.pdf,14,2025,global,,total_electricity_demand_twh,849.0,TWh,low,"ance and Switzerland were particularly affected by lower precipitation following good hydro conditions in 2024. Electricity demand grew in line with the recent average Global electricity demand grew by a moderate 2.8% (+849 TWh) in 2025, significantly below the 4.3% growth in 2024, but broadly in line with the ten-year average annual increase of 2.7% (2015 to 2024). The increase in 2025 still represents the sixth-largest absolute annual rise e",Extracted from text; review source page before publication. Review reason: scenario_or_range_value,low,global_electricity_review_2026_14_2025_global_total_electricity__2af5e35a89,,,,,,,,,,,
60,energyandai,Energy and AI,EnergyandAI.pdf,60,2014,global,,total_electricity_demand_twh,700.0,TWh,base,"ntres accounted for around 250 TWh of incremental electricity consumption in this period, roughly equivalent to the electricity demand of Spain. In comparison, the electricity consumption of space cooling grew by around 700 TWh (Figure 2.8). Figure 2.8 Increase in electricity demand by sector in the Base Case, 2014-2024 ⊳ Industry excl. heavy industry Appliances Space cooling Heavy industry Space and water heating Electric transport Data centr",Extracted from text; review source page before publication. Review reason: scenario_or_range_value,low,energyandai_60_2014_global_total_electricity_demand_twh_700_0_tw_7c6dbcd55c,,,,,,,,,,,
53,worldenergyoutlook2025,World Energy,WorldEnergyOutlook2025.pdf,199,2024,,China,electricity_generation_twh,10500.0,TWh,low,"udes oil, non-renewable waste and other sources. In emerging market and developing economies, electricity demand increases by 50% through to 2035 in the STEPS, but low-emissions sources expand faster, increasing by over 10 500 TWh between 2024 and 2035. China alone accounts for two-thirds of this increase: the rapid growth in its low-emissions generation keeps pace with its rising electricity needs. Solar PV meets 60% of demand growth in emerging",Extracted from text; review source page before publication. Review reason: scenario_or_range_value,low,worldenergyoutlook2025_199_2024_china_electricity_generation_twh_39b7564ba3,,,,,,,,,,,
53,global_electricity_review_2026,Global Electricity,Global-Electricity-Review-2026.pdf,68,2024,,Japan,electricity_generation_twh,8.5,TWh,low,"in 2025, falling by 13 TWh (-2.3%), the first decline since 2020. This was driven by lower electricity demand in 2025 due to a milder winter than in 2024 and signs of an economic slowdown. Japan’s gas generation fell by 8.5 TWh (-2.4%), marking the eighth consecutive year of gas power declines. Japan’s decarbonisation strategy has supported this consistent reduction in gas use, along with the gradual reactivation of nuclear power and continued",Extracted from text; review source page before publication. Review reason: scenario_or_range_value,low,global_electricity_review_2026_68_2024_japan_electricity_generat_591400e799,,,,,,,,,,,
53,global_electricity_review_2026,Global Electricity,Global-Electricity-Review-2026.pdf,31,2024,,China,electricity_generation_twh,2e-06,TWh,historical,"el, as its economy is more service-sector focused. To move from $5,000 to $10,000 GDP per capita, electricity demand per capita in India increased by about 0.5 MWh. In China, demand rose at three times that rate (around 1.5 MWh) during the same stage of development. As a result, India is positioned to peak its coal generation much earlier in its development curve, at less than a third of China’s recent peak recorded in 2024. Other fossil fuels",Extracted from text; review source page before publication. Review reason: scenario_or_range_value,low,global_electricity_review_2026_31_2024_china_electricity_generat_5ef08a926b,,,,,,,,,,,
53,global_electricity_review_2026,Global Electricity,Global-Electricity-Review-2026.pdf,14,2024,,China,total_electricity_demand_twh,17.0,TWh,low,"2024, increasing by 3 TWh (+0.1%). Hydro output increased most in China (+45 TWh), while strong monsoon rainfall improved output in India (+21 TWh). This was balanced out by large declines in Brazil (-25 TWh), Türkiye (-17 TWh) and in the EU (-43 TWh), where alpine regions of Italy, France and Switzerland were particularly affected by lower precipitation following good hydro conditions in 2024. Electricity demand grew in line with the recent",Extracted from text; review source page before publication. Review reason: scenario_or_range_value,low,global_electricity_review_2026_14_2024_china_total_electricity_d_aab5863c91,,,,,,,,,,,
53,global_electricity_review_2026,Global Electricity,Global-Electricity-Review-2026.pdf,14,2024,,China,total_electricity_demand_twh,25.0,TWh,low,"emained similar to 2024, increasing by 3 TWh (+0.1%). Hydro output increased most in China (+45 TWh), while strong monsoon rainfall improved output in India (+21 TWh). This was balanced out by large declines in Brazil (-25 TWh), Türkiye (-17 TWh) and in the EU (-43 TWh), where alpine regions of Italy, France and Switzerland were particularly affected by lower precipitation following good hydro conditions in 2024. Electricity demand grew in li",Extracted from text; review source page before publication. Review reason: scenario_or_range_value,low,global_electricity_review_2026_14_2024_china_total_electricity_d_758d7e2661,,,,,,,,,,,
50,worldenergyoutlook2025,World Energy,WorldEnergyOutlook2025.pdf,60,2035,africa,,total_electricity_demand_twh,270.0,TWh,estimate,"city each year to 2035, with rapid parallel deployment of grids, mini-grids and stand-alone systems (Figure 1.22). By 2040, the additional electricity demand from households gaining access in the ACCESS scenario reaches 270 TWh – roughly equivalent to electricity consumption in Italy today. The impact is particularly pronounced in sub-Saharan Africa, where new access accounts for around 45% of additional electricity demand to 2040, compared wi",Extracted from text; review source page before publication. Review reason: scenario_or_range_value,low,worldenergyoutlook2025_60_2035_africa_total_electricity_demand_t_a737e49d1c,,,,,,,,,,,
50,worldenergyoutlook2025,World Energy,WorldEnergyOutlook2025.pdf,404,2035,global,,total_electricity_demand_twh,2100.0,TWh,estimate,"rate is comparable to that of the European Union. Southeast Asia remains one of the world’s fastest growing regions for industrial production to 2035. In the STEPS, electricity demand rises by around 4% a year to reach 2 100 TWh by 2035 (Figure 8.37). Efficiency gains moderate demand growth, which would otherwise rise to about 6% per year. Non-energy-intensive industries account for more than 25% of the electricity demand growth to 2035. Annual",Extracted from text; review source page before publication. Review reason: scenario_or_range_value,low,worldenergyoutlook2025_404_2035_global_total_electricity_demand__ae69caec1d,,,,,,,,,,,
50,worldenergyoutlook2025,World Energy,WorldEnergyOutlook2025.pdf,195,2035,global,,total_electricity_demand_twh,1000.0,TWh,estimate,"including rising income levels, more access to electricity, increasing use of electric appliances, and the continuing electrification of the industry and transport sectors. Global electricity demand increases by nearly 1 000 TWh per year through to 2035 – equivalent to adding the electricity demand of all advanced economies combined over the next decade (Figure 4.19). This surge reflects rising demand for appliances and cooling systems, rising",Extracted from text; review source page before publication. Review reason: scenario_or_range_value,low,worldenergyoutlook2025_195_2035_global_total_electricity_demand__2baed0b0ee,,,,,,,,,,,
50,worldenergyoutlook2025,World Energy,WorldEnergyOutlook2025.pdf,194,2035,global,,total_electricity_demand_twh,1000.0,TWh,estimate,"he STEPS. Figure 4.19 Electricity demand by end-use, 2024-2050, and demand growth by end-use in the STEPS to 2035 ⊳ Electricity demand 50 40 30 20 10 2024 2035 2050 IEA. CC BY 4.0. Electricity demand increases by nearly 1 000 TWh each year, mostly driven by industry, appliances, cooling and EVs Notes: TWh = terawatt-hours. Other buildings include electric space and water heating excluding heat pumps, lighting, cooking, desalination and data cent",Extracted from text; review source page before publication. Review reason: scenario_or_range_value,low,worldenergyoutlook2025_194_2035_global_total_electricity_demand__51d53facab,,,,,,,,,,,
50,worldenergyoutlook2025,World Energy,WorldEnergyOutlook2025.pdf,192,2035,global,,total_electricity_demand_twh,2100.0,TWh,low,"shifts to non-energy-intensive industries. These industries use a higher share of mechanical energy and require thermal energy at lower temperatures, making them easier to electrify, and they account for three-quarters, 2 100 TWh, of industry electricity demand growth by 2035. In the machinery sub-sector, much of the increase in electricity demand reflects higher production rather than more electrification. Machinery has the highest share of ele",Extracted from text; review source page before publication. Review reason: scenario_or_range_value,low,worldenergyoutlook2025_192_2035_global_total_electricity_demand__da5631e018,,,,,,,,,,,
50,worldenergyoutlook2025,World Energy,WorldEnergyOutlook2025.pdf,192,2035,global,,total_electricity_demand_twh,260.0,TWh,estimate,"What is driving the Age of Electricity in the industry sector? As in other end-use sectors, electricity demand growth in the industry sector is contributing to the Age of Electricity. The industry sector adds around 260 TWh per year to its current demand for electricity through to 2035, which is roughly as much as electricity demand today in Spain. Some of this growth in demand, nearly 15%, reflects the use of new electric technologies in",Extracted from text; review source page before publication. Review reason: scenario_or_range_value,low,worldenergyoutlook2025_192_2035_global_total_electricity_demand__12ef16ed1e,,,,,,,,,,,
50,worldenergyoutlook2025,World Energy,WorldEnergyOutlook2025.pdf,184,2035,global,,total_electricity_demand_twh,1100.0,TWh,estimate,"pace and a 70% increase in air conditioner ownership. Emerging market and developing economies account for 90% of the global ownership expansion of air conditioners, and their space cooling demand increases by more than 1 100 TWh in the period to 2035 in the STEPS, which is equivalent to current electricity use in the Middle East (Figure 4.10). In advanced economies, electricity demand grows on average by 1.3% per year to 2035, driven by the ele",Extracted from text; review source page before publication. Review reason: scenario_or_range_value,low,worldenergyoutlook2025_184_2035_global_total_electricity_demand__8b19da771c,,,,,,,,,,,
50,worldenergyoutlook2025,World Energy,WorldEnergyOutlook2025.pdf,137,2035,global,,total_electricity_demand_twh,1000.0,TWh,base,"emand increases rapidly, predominately in emerging market and developing economies Note: MWh = megawatt-hour; TWh = terawatt-hour; C & S America = Central and South America. Global electricity demand increases by almost 1 000 TWh each year to 2035 in the CPS, which is roughly equivalent to adding Japan’s current total demand every year. Demand from appliances and cooling equipment account for 30% of the global increase, reflecting boosts in appl",Extracted from text; review source page before publication. Review reason: scenario_or_range_value,low,worldenergyoutlook2025_137_2035_global_total_electricity_demand__937e502ee3,,,,,,,,,,,
50,globalenergyreview2025,Global Energy,GlobalEnergyReview2025.pdf,22,2025,global,,total_electricity_demand_twh,550.0,TWh,historical,"Global Energy Review 2025 PAGE | 22 .0.4 YB CC .AE I In China, electricity consumption increased by more than 550 TWh (7%), almost as much as the average annual global increase in electricity consumption over the previous decade (2013-2023) and well above the China’s own average increases during this period. In 2023, advanced economies",Extracted from text; review source page before publication. Review reason: scenario_or_range_value,low,globalenergyreview2025_22_2025_global_total_electricity_demand_t_2dea647cca,,,,,,,,,,,
50,globalenergyreview2025,Global Energy,GlobalEnergyReview2025.pdf,22,2023,global,,total_electricity_demand_twh,140.0,TWh,historical,"almost as much as the average annual global increase in electricity consumption over the previous decade (2013-2023) and well above the China’s own average increases during this period. In 2023, advanced economies saw a 140 TWh decline in electricity consumption due to soft industrial output in some countries and milder weather conditions. In 2024, this reversed dramatically, with electricity consumption increasing by 230 TWh, led by growth in",Extracted from text; review source page before publication. Review reason: scenario_or_range_value,low,globalenergyreview2025_22_2023_global_total_electricity_demand_t_10c0fa405f,,,,,,,,,,,
50,global_electricity_review_2026,Global Electricity,Global-Electricity-Review-2026.pdf,99,2025,global,,total_electricity_demand_twh,17.0,TWh,historical,"Electricity demand in Russia declined by 17 TWh (-1.4%) in 2025. Russia experienced unusually warm winter temperatures in early 2025, including its warmest January on record. According to Ember analysis, over two-thirds (12 TWh) of Russia’s decline in demand in 2025",Extracted from text; review source page before publication. Review reason: scenario_or_range_value,low,global_electricity_review_2026_99_2025_global_total_electricity__8d897ccff7,,,,,,,,,,,
50,global_electricity_review_2026,Global Electricity,Global-Electricity-Review-2026.pdf,99,2025,global,,electricity_generation_twh,11.0,TWh,low,"2%). This was Russia’s first decline in fossil generation since 2020, but also the fifth consecutive year of coal growth. Russia’s clean generation declined by 9 TWh (-2%) in 2025, driven by a fall in hydro generation (-11 TWh; -5%), following hydro growth in both 2023 and 2024 when conditions were more favourable. Nuclear generation increased by 2.9 TWh (+1.4%) after a small decline in 2024 (-1.7 TWh). Solar and wind remain minimally develop",Extracted from text; review source page before publication. Review reason: scenario_or_range_value,low,global_electricity_review_2026_99_2025_global_electricity_genera_f1235de08f,,,,,,,,,,,
50,global_electricity_review_2026,Global Electricity,Global-Electricity-Review-2026.pdf,98,2025,global,,electricity_generation_twh,13.0,TWh,high,"4.5 Russia Key highlights 01 Mild temperatures in Russia were the main driver of a 1.4% decline in electricity demand in 2025 02 Russia’s gas generation declined 13 TWh (-2.3%) in 2025, the third- largest fall of any country Clean power growth remains limited in Russia, with wind and solar 03 accounting for less than 1% of electricity generation 98",Extracted from text; review source page before publication. Review reason: scenario_or_range_value,low,global_electricity_review_2026_98_2025_global_electricity_genera_978a70576e,,,,,,,,,,,
50,global_electricity_review_2026,Global Electricity,Global-Electricity-Review-2026.pdf,95,2025,global,,electricity_generation_twh,196.0,TWh,high,"s remaining high. In 2025, solar generation became the largest source of clean electricity in India, overtaking hydropower for the first time. Solar output more than doubled in the three years since 2022, from 96 TWh to 196 TWh in 2025. Solar accounted for 9.4% of India's electricity mix in 2025, up from 5.3% in 2022. India was the world’s third-largest solar generator in 2025. Hydropower was India’s second-largest clean power source in 2025,",Extracted from text; review source page before publication. Review reason: scenario_or_range_value,low,global_electricity_review_2026_95_2025_global_electricity_genera_e91681fbb2,,,,,,,,,,,
50,global_electricity_review_2026,Global Electricity,Global-Electricity-Review-2026.pdf,95,2025,global,,electricity_generation_twh,468.0,TWh,historical,"hird of the increase in the last decade. In 2025, India overtook the United Kingdom to become the world’s fifth-largest wind generator. Despite the fall in coal power in India last year, coal generation has increased by 468 TWh (+46%) over the last decade and continues to dominate India’s electricity mix. India remains the second-largest coal generator globally, behind China. India is the world’s third-largest power sector emitter at 1,395 MtC",Extracted from text; review source page before publication. Review reason: scenario_or_range_value,low,global_electricity_review_2026_95_2025_global_electricity_genera_6ce24a6cbc,,,,,,,,,,,
50,global_electricity_review_2026,Global Electricity,Global-Electricity-Review-2026.pdf,95,2022,global,,electricity_generation_twh,96.0,TWh,high,"xpectations remaining high. In 2025, solar generation became the largest source of clean electricity in India, overtaking hydropower for the first time. Solar output more than doubled in the three years since 2022, from 96 TWh to 196 TWh in 2025. Solar accounted for 9.4% of India's electricity mix in 2025, up from 5.3% in 2022. India was the world’s third-largest solar generator in 2025. Hydropower was India’s second-largest clean power sourc",Extracted from text; review source page before publication. Review reason: scenario_or_range_value,low,global_electricity_review_2026_95_2022_global_electricity_genera_28d69ae167,,,,,,,,,,,
50,global_electricity_review_2026,Global Electricity,Global-Electricity-Review-2026.pdf,95,2015,global,,total_electricity_demand_twh,33.0,TWh,high,"owing electricity demand. However, absolute output reached a new record high of 178 TWh in 2025, surpassing the previous record set in 2022 (175 TWh). India’s wind power has more than tripled in the last ten years, from 33 TWh in 2015 to 104 TWh in 2025. The record increase in 2025 (+22 TWh) alone accounted for nearly a third of the increase in the last decade. In 2025, India overtook the United Kingdom to become the world’s fifth-largest win",Extracted from text; review source page before publication. Review reason: scenario_or_range_value,low,global_electricity_review_2026_95_2015_global_total_electricity__aaf54dfaf7,,,,,,,,,,,
50,global_electricity_review_2026,Global Electricity,Global-Electricity-Review-2026.pdf,94,2025,global,,electricity_generation_twh,21.0,TWh,low,"world’s second-largest increase in both wind and hydro generation. Wind generation growth (+22 TWh, +28%) in 2025 nearly doubled the previous record of 12 TWh in 2023. Hydro generation rebounded strongly, increasing by 21 TWh (+14%) in 2025, primarily due to strong monsoon rainfall. This followed modest growth in 2024 (+4.8%) and a decline in 2023 (-15%). India added 6.3 GW of wind capacity and 4 GW of hydro capacity in 2025. India’s coal ge",Extracted from text; review source page before publication. Review reason: scenario_or_range_value,low,global_electricity_review_2026_94_2025_global_electricity_genera_c9673fbdcb,,,,,,,,,,,
50,global_electricity_review_2026,Global Electricity,Global-Electricity-Review-2026.pdf,94,2025,global,,electricity_generation_twh,22.0,TWh,low,"ed 22 TWh of the 53 TWh solar increase in 2025, a significantly higher increase than in previous years. India also recorded the world’s second-largest increase in both wind and hydro generation. Wind generation growth (+22 TWh, +28%) in 2025 nearly doubled the previous record of 12 TWh in 2023. Hydro generation rebounded strongly, increasing by 21 TWh (+14%) in 2025, primarily due to strong monsoon rainfall. This followed modest growth in 202",Extracted from text; review source page before publication. Review reason: scenario_or_range_value,low,global_electricity_review_2026_94_2025_global_electricity_genera_0e068cdc40,,,,,,,,,,,
50,global_electricity_review_2026,Global Electricity,Global-Electricity-Review-2026.pdf,94,2023,global,,electricity_generation_twh,12.0,TWh,low,"tly higher increase than in previous years. India also recorded the world’s second-largest increase in both wind and hydro generation. Wind generation growth (+22 TWh, +28%) in 2025 nearly doubled the previous record of 12 TWh in 2023. Hydro generation rebounded strongly, increasing by 21 TWh (+14%) in 2025, primarily due to strong monsoon rainfall. This followed modest growth in 2024 (+4.8%) and a decline in 2023 (-15%). India added 6.3 GW o",Extracted from text; review source page before publication. Review reason: scenario_or_range_value,low,global_electricity_review_2026_94_2023_global_electricity_genera_75838402d9,,,,,,,,,,,
50,global_electricity_review_2026,Global Electricity,Global-Electricity-Review-2026.pdf,90,2025,global,,electricity_generation_twh,2774.0,TWh,low,"Electricity demand in the EU has remained relatively flat in recent years. At 2,774 TWh in 2025, demand remained below pre- pandemic levels (2,877 TWh in 2019), despite a rebound in 2021. The past four years have seen a rapid rise in wind and solar generation in the EU, growing by 54% (+296 TWh) from 2021",Extracted from text; review source page before publication. Review reason: scenario_or_range_value,low,global_electricity_review_2026_90_2025_global_electricity_genera_89d35c730a,,,,,,,,,,,
50,global_electricity_review_2026,Global Electricity,Global-Electricity-Review-2026.pdf,90,2021,global,,electricity_generation_twh,296.0,TWh,low,"years. At 2,774 TWh in 2025, demand remained below pre- pandemic levels (2,877 TWh in 2019), despite a rebound in 2021. The past four years have seen a rapid rise in wind and solar generation in the EU, growing by 54% (+296 TWh) from 2021 to 2025. Combined, they now account for nearly a third (30%) of EU electricity generation, up from 19% in 2021. EU solar generation more than doubled in four years, from 163 TWh in 2021 to 367 TWh in 2025. De",Extracted from text; review source page before publication. Review reason: scenario_or_range_value,low,global_electricity_review_2026_90_2021_global_electricity_genera_ad7b5e385a,,,,,,,,,,,
50,global_electricity_review_2026,Global Electricity,Global-Electricity-Review-2026.pdf,90,2019,global,,electricity_generation_twh,2877.0,TWh,low,"Electricity demand in the EU has remained relatively flat in recent years. At 2,774 TWh in 2025, demand remained below pre- pandemic levels (2,877 TWh in 2019), despite a rebound in 2021. The past four years have seen a rapid rise in wind and solar generation in the EU, growing by 54% (+296 TWh) from 2021 to 2025. Combined, they now account for nearly a third (30%) of",Extracted from text; review source page before publication. Review reason: scenario_or_range_value,low,global_electricity_review_2026_90_2019_global_electricity_genera_1517e27a3c,,,,,,,,,,,
50,global_electricity_review_2026,Global Electricity,Global-Electricity-Review-2026.pdf,9,2025,global,,electricity_generation_twh,887.0,TWh,low,"Key takeaways Clean power met all new electricity demand, halting fossil 0 1 generation growth Driven by record solar growth, low-carbon power generation increased by 887 TWh in 2025, outpacing electricity demand growth of 849 TWh. Solar power alone met 75% of the net increase in electricity demand. Together with wind, the two sources met almost all (99%) demand growth. For the first time si",Extracted from text; review source page before publication. Review reason: scenario_or_range_value,low,global_electricity_review_2026_9_2025_global_electricity_generat_e1c4c3a710,,,,,,,,,,,
50,global_electricity_review_2026,Global Electricity,Global-Electricity-Review-2026.pdf,9,2025,global,,electricity_generation_twh,2778.0,TWh,high,"time this century, fossil generation did not rise, recording a small fall of 38 TWh (-0.2%). Solar grows at highest rate in eight years as exponential rise 02 continues Solar power increased by a record 636 TWh to reach 2,778 TWh in 2025, a 30% increase from 2024. This new solar generation would be sufficient to displace gas-fired electricity equivalent to all LNG exports through the Strait of Hormuz last year, estimated at 550 TWh. Despite the",Extracted from text; review source page before publication. Review reason: scenario_or_range_value,low,global_electricity_review_2026_9_2025_global_electricity_generat_436c4fe5d3,,,,,,,,,,,
50,global_electricity_review_2026,Global Electricity,Global-Electricity-Review-2026.pdf,89,2025,global,,electricity_generation_twh,34.0,TWh,low,"reases in gas generation. Coal generation declined by 5% (-14 TWh) in 2025, marking the third consecutive year of decline. Coal now generates 9.2% of EU electricity, down from 16% in 2022. EU gas generation rose by 8% (+34 TWh) in 2025, though it remained 18% below its most recent peak in 2019. The increase in gas generation was mainly driven by lower hydro output due to reduced rainfall. Higher gas generation drove the EU power sector’s gas",Extracted from text; review source page before publication. Review reason: scenario_or_range_value,low,global_electricity_review_2026_89_2025_global_electricity_genera_bc499ae182,,,,,,,,,,,
50,global_electricity_review_2026,Global Electricity,Global-Electricity-Review-2026.pdf,89,2025,global,,electricity_generation_twh,2.9,TWh,low,"y driven by lower hydro output due to reduced rainfall. Higher gas generation drove the EU power sector’s gas import bill to €32 billion in 2025, 16% higher than the previous year. Nuclear generation increased by 0.4% (+2.9 TWh) in the EU in 2025, following an increase of 4.8% in 2024. 89",Extracted from text; review source page before publication. Review reason: scenario_or_range_value,low,global_electricity_review_2026_89_2025_global_electricity_genera_9b6b334e90,,,,,,,,,,,
50,global_electricity_review_2026,Global Electricity,Global-Electricity-Review-2026.pdf,89,2025,global,,electricity_generation_twh,14.0,TWh,low,"2024. Hydro generation in 2025 was 21 TWh (-6%) lower than in 2020. Fossil generation increased by 2.2% (+18 TWh) in 2025, as declines in coal were offset by increases in gas generation. Coal generation declined by 5% (-14 TWh) in 2025, marking the third consecutive year of decline. Coal now generates 9.2% of EU electricity, down from 16% in 2022. EU gas generation rose by 8% (+34 TWh) in 2025, though it remained 18% below its most recent pea",Extracted from text; review source page before publication. Review reason: scenario_or_range_value,low,global_electricity_review_2026_89_2025_global_electricity_genera_8c84499d11,,,,,,,,,,,
50,global_electricity_review_2026,Global Electricity,Global-Electricity-Review-2026.pdf,89,2025,asia_pacific,,electricity_generation_twh,60.0,TWh,low,"Electricity demand in the EU increased by a modest 0.5% (+13.5 TWh) in 2025, below the 2024 increase of 1.9%. Solar had the largest absolute increase in electricity generation in the EU in 2025, growing by 20% (+60 TWh). The EU added over 65 GW of new solar capacity in 2025, nearly equally split between utility-scale solar farms and rooftop installations. Wind generation declined by 2.5% (-12 TWh) in 2025, following a modest increase",Extracted from text; review source page before publication. Review reason: scenario_or_range_value,low,global_electricity_review_2026_89_2025_asia_pacific_electricity__80bef2dcf4,,,,,,,,,,,
50,global_electricity_review_2026,Global Electricity,Global-Electricity-Review-2026.pdf,89,2025,asia_pacific,,electricity_generation_twh,43.0,TWh,low,"nd remained the EU’s second-largest electricity source, at 17% of generation. The EU’s wind capacity continued to expand, growing by 6% (+13 GW) in 2024 and a further 6% (+15 GW) in 2025. EU hydro generation declined by 43 TWh (-12%) in 2025, following an exceptionally strong year in 2024. Hydro generation in 2025 was 21 TWh (-6%) lower than in 2020. Fossil generation increased by 2.2% (+18 TWh) in 2025, as declines in coal were offset by inc",Extracted from text; review source page before publication. Review reason: scenario_or_range_value,low,global_electricity_review_2026_89_2025_asia_pacific_electricity__732bbaa896,,,,,,,,,,,
50,global_electricity_review_2026,Global Electricity,Global-Electricity-Review-2026.pdf,89,2025,asia_pacific,,electricity_generation_twh,13.5,TWh,low,"Electricity demand in the EU increased by a modest 0.5% (+13.5 TWh) in 2025, below the 2024 increase of 1.9%. Solar had the largest absolute increase in electricity generation in the EU in 2025, growing by 20% (+60 TWh). The EU added over 65 GW of new solar capacity in 2025, nearly equ",Extracted from text; review source page before publication. Review reason: scenario_or_range_value,low,global_electricity_review_2026_89_2025_asia_pacific_electricity__20a5c1c612,,,,,,,,,,,
